Organism,Risk Group,Agent Type,Alternate Names
Anophyroides haemophilia,,Parasite,
Anoxybacillus pushchinoensis,RG1,Bacteria,Anoxybacillus pushchinensis
Dependoparvovirus anseriform1,RG1,Virus,"Goose parvovirus,Anseriform dependoparvovirus 1"
Polaribacter irgensii,RG1,Bacteria,"Vesiculatum antarctica,Antarcticum vesiculatum"
Bacillus anthracis oedema toxin combined with Bacillus anthracis lethal toxin,Regulated Toxins,Toxin,Anthrax toxin
Nosema locustae,RG1,Fungus,"Paranosema locustae,Antonospora locustae"
Paracapillaria philippinensis,RG2,Parasite,"Capillaria philippinensis,Paracapillaria (Crossicapillaria) philippinensis,Calodium philippinensis,Aonchotheca philippinensis"
Aparavirus tauraense,RG1,Virus,Taura syndrome virus
Aphanizomenon flosaquae,RG1,Bacteria,Aphanizomenon flos-aquae
Aphanomyces astaci,RG1,Other,Crayfish plague
Aphanomyces invaderis,,Fungus,"Epizootic Ulcerative Syndrome,Aphanomyces invadans"
Pelodictyon clathratiforme,RG1,Bacteria,"Chlorobium clathratiforme,Pelodictyon lauterbornii,Aphanothece clathratiformis"
Pelodictyon luteolum,RG1,Bacteria,"Chlorobium luteolum,Pelodictyon aggregatum,Aphanothece luteola,Schmidlea luteola"
Aphthovirus bogeli,RG1,Virus,"Bovine rhinovirus 1,Bovine rhinovirus 3,bovine rhinitis A virus 2,Bovine rhinitis A virus,Bovine rhinitis A virus 1"
Aphthovirus reedi,RG1,Virus,"Bovine rhinitis B virus 1,Bovine rhinitis B virus,Bovine rhinitis B virus 5,Bovine rhinovirus 2,Bovine rhinitis B virus 3,Bovine rhinitis B virus 2,Bovine rhinitis B virus 4"
Apilactobacillus kunkeei,RG1,Bacteria,Lactobacillus kunkeei
Cutaneotrichosporon curvatum,,Fungus,"Vanrijia curvata,Candida heveanensis var. curvata,Cryptococcus curvatus,Azymocandida curvata,Apiotrichum curvatum"
Vanrija humicola,RG1,Fungus,"Cryptococcus humicola,Candida humicola,Mycotorula humicola,Azymoprocandida humicola,Apiotrichum humicola"
Robbsia andropogonis,RG1,Bacteria,"Burkholderia andropogonis,Pseudomonas stizolobii,Pseudomonas woodsii,Paraburkholderia andropogonis,Bacterium andropogoni,Aplanobacter stizolobii,Bacterium woodsii,Pseudomonas andropogonis"
Aplysiatoxins,Unregulated Toxins,Toxin,
Orthoflavivirus apoiense,RG2,Virus,Apoi virus
Aquabacter spiritensis,RG1,Bacteria,
Aquabacterium citratiphilum,RG1,Bacteria,
Aquabacterium commune,RG1,Bacteria,
Aquabacterium parvum,RG1,Bacteria,
Aquabirnavirus salmonidae,RG1,Virus,Infectious pancreatic necrosis virus
Aquamicrobium defluvii,RG1,Bacteria,
Aquamicrobium lusatiense,RG1,Bacteria,"Defluvibacter lusatiae,Defluvibacter lusatiensis"
Aquareovirus salmonis,,Virus,Aquareovirus A
Giesbergeria anulus,RG1,Bacteria,Aquaspirillum anulus
Comamonas aquatica,RG2,Bacteria,Aquaspirillum aquaticum
Aquaspirillum arcticum,RG1,Bacteria,
Herbaspirillum autotrophicum,RG1,Bacteria,Aquaspirillum autotrophicum
Curvibacter delicatus,RG1,Bacteria,Aquaspirillum delicatum
Prolinoborus fasciculus,RG1,Bacteria,Aquaspirillum fasciculus
Giesbergeria giesbergeri,RG1,Bacteria,Aquaspirillum giesbergeri
Hylemonella gracilis,RG1,Bacteria,"Spirillum gracile,Aquaspirillum gracile"
Novispirillum itersonii,RG1,Bacteria,"Spirillum itersonii,Aquaspirillum itersonii"
Novispirillum itersonii subsp. itersonii,RG1,Bacteria,Aquaspirillum itersonii subsp. Itersonii
Novispirillum itersonii subsp. nipponicum,RG1,Bacteria,Aquaspirillum itersonii subsp. Nipponicum
Magnetospirillum magnetotacticum,RG1,Bacteria,"Paramagnetospirillum magnetotacticum,Aquaspirillum magnetotacticum"
Simplicispira metamorpha,RG1,Bacteria,Aquaspirillum metamorpha
Insolitispirillum peregrinum subsp. integrum,RG1,Bacteria,"Aquaspirillum peregrinum subsp. Integrum,Levispirillum peregrinum subsp. integrum,Spirillum peregrinum subsp. integrum"
Insolitispirillum peregrinum subsp. peregrinum,RG1,Bacteria,"Aquaspirillum peregrinum subsp. Peregrinum,Levispirillum peregrinum subsp. peregrinum"
Aquaspirillum polymorphum,RG1,Bacteria,Spirillum polymorphum
Simplicispira psychrophilum,RG1,Bacteria,Aquaspirillum psychrophila
Simplicispira psychrophila,RG1,Bacteria,Aquaspirillum psychrophilum
Aquaspirillum putridiconchylium,RG1,Bacteria,Spirillum putridiconchylium
Aquaspirillum serpens,RG1,Bacteria,Vibrio serpens
Giesbergeria sinuosa,RG1,Bacteria,Aquaspirillum sinuosum
Aquifex aeolicus,RG1,Bacteria,
Aquifex pyrophilus,RG1,Bacteria,
Aquimarina addita,RG1,Bacteria,
Aquimarina agarilytica,RG1,Bacteria,
Aquimarina amphilecti,RG1,Bacteria,
Aquimarina brevivitae,RG1,Bacteria,Gaetbulimicrobium brevivitae
Aquimarina gracilis,RG1,Bacteria,
Aquimarina homaria,RG1,Bacteria,
Aquimarina intermedia,RG1,Bacteria,
Aquimarina latercula,RG1,Bacteria,"Stanierella latercula,Cytophaga latercula"
Aquimarina longa,RG1,Bacteria,
Aquimarina macrocephali,RG1,Bacteria,
Aquimarina megaterium,RG1,Bacteria,
Aquimarina muelleri,RG1,Bacteria,
Aquimarina mytili,RG1,Bacteria,
Aquimarina salinaria,RG1,Bacteria,
Aquimarina spongiae,RG1,Bacteria,
Aquisalibacillus elongatus,RG2,Bacteria,
Nannizziopsis vriesii,,Fungus,"Rollandina vriesii,Arachnotheca vriesii"
Quaranjavirus araguariense,RG3,Virus,Araguari virus
Aransas Bay virus,RG3,Virus,
Trueperella bernardiae,RG1,Bacteria,Arcanobacterium bernardiae
Arcanobacterium haemolyticum,RG2,Bacteria,Corynebacterium haemolyticum
Arcanobacterium phocae,RG2,Bacteria,
Trueperella pyogenes,RG2,Bacteria,"Arcanobacterium pyogenes,Whipple's bacillus,Tropheryma whippelii"
Arcella vulgaris,RG1,Parasite,
Archaeoglobus fulgidus,RG1,Bacteria,
Archaeoglobus profundus,RG1,Bacteria,
Archaeoglobus veneficus,RG1,Bacteria,
Archangium gephyra,RG1,Bacteria,"Myxococcus cerebriformis,Chondrococcus cerebriformis,Chondromyces serpens"
Arcobacter nitrofigilis,RG1,Bacteria,Campylobacter nitrofigilis
Arcobacter spp. strain 97AE3-12,RG1,Bacteria,
Arcobacter spp. strain FWKO B,RG2,Bacteria,
Ardenticatena maritima,RG1,Bacteria,
Mammarenavirus juninense,RG4,Virus,"Junin mammarenavirus,Argentinian mammarenavirus,Junin virus"
Arhodomonas aquaeolei,RG1,Bacteria,Arhodomonas oleiferhydrans
Aripo virus,RG2,Virus,
Salmonella enterica subsp. arizonae,RG2,Bacteria,"Salmonella arizona,Salmonella arizonae,Arizona arizonae,Arizona hinshawii,Salmonella choleraesuis subsp. arizonae,Salmonella cholerae-suis subsp. arizonae,Paracolobactrum arizonae"
Orbivirus trinidadense,RG2,Virus,"Ieri virus,Arkonam virus,Gomoka virus"
Armatimonas rosea,RG1,Bacteria,
Aromatoleum anaerobium,RG1,Bacteria,Azoarcus anaerobius
Aromatoleum evansii,RG1,Bacteria,Azoarcus evansii
Azoarcus toluclasticus,RG1,Bacteria,Aromatoleum toluclasticum
Aromatoleum tolulyticum,RG1,Bacteria,"Azoarcus denitrificans,Azoarcus tolulyticus"
Aromatoleum toluvorans,RG1,Bacteria,Azoarcus toluvorans
Scopulariopsis brevicaulis,RG1,Fungus,"Penicillium brevicaule,Teleomorph: Microascus brevicaulis,Arsenic fungus"
Elaeophora schneideri,RG1,Parasite,Arterial worm
Arthroascus fermentans,RG1,Fungus,Saccharomycopsis fermentans
Arthroascus javanensis,RG1,Fungus,"Saccharomycopsis javanensis,Endomycopsis javanensis"
Arthroascus schoenii,RG1,Fungus,"Saccharomycopsis schoenii,Pichia nonfermentans,Endomyces schoenii"
Arthrobacter agilis,RG1,Bacteria,Micrococcus agilis
Sinomonas atrocyanea,RG1,Bacteria,Arthrobacter atrocyaneus
Paenarthrobacter aurescens,RG1,Bacteria,Arthrobacter aurescens
Pseudarthrobacter chlorophenolicus,RG1,Bacteria,Arthrobacter chlorophenolicus
Arthrobacter citreus,RG1,Bacteria,
Glutamicibacter creatinolyticus,RG2,Bacteria,Arthrobacter creatinolyticus
Arthrobacter crystallopoietes,RG1,Bacteria,
Pseudoglutamicibacter cumminsii,RG2,Bacteria,Arthrobacter cumminsii
Thalassotalea loyana,RG1,Bacteria,"Arthrobacter duodecadis,Thalassomonas loyana"
Microbacterium flavescens,RG1,Bacteria,"Aureobacterium flavescens,Arthrobacter flavescens"
Arthrobacter globiformis,RG1,Bacteria,"Bacterium globiforme,Mycobacterium globiforme,Corynebacterium globiforme"
Brevibacterium helvolum,RG1,Bacteria,"Arthrobacter helvolum,Arthrobacter helvolus,Corynebacterium helvolum"
Paenarthrobacter histidinolovorans,RG1,Bacteria,Arthrobacter histidinolovorans
Paenarthrobacter ilicis,RG1,Bacteria,"Arthrobacter ilicis,Corynebacterium ilicis"
Brevibacterium iodinum,RG1,Bacteria,"Arthrobacter iodinum,Chromobacterium iodinum"
Arthrobacter luteus,RG1,Bacteria,
Cobetia marina,RG1,Bacteria,"Deleya marina,Halomonas halodurans,Pseudomonas halodurans,Arthrobacter marinus,Pseudomonas marina,Halomonas marina"
Glutamicibacter nicotianae,RG1,Bacteria,"Brevibacterium liquefaciens,Arthrobacter mysorens,Arthrobacter nicotianae,Glutamicibacter mysorens,Corynebacterium liquefaciens"
Paenarthrobacter nicotinovorans,RG1,Bacteria,Arthrobacter nicotinovorans
Pseudarthrobacter oxydans,RG1,Bacteria,Arthrobacter oxydans
Rhodococcus erythropolis,RG1,Bacteria,"Brevibacterium healii,Nocardia calcarea,Brevibacterium ketoglutamicum,Brevibacterium paraffinoliticum,Arthrobacter paraffineus,Arthrobacter picolinophilus,Mycobacterium erythropolis,Corynebacter,Corynebacterium alkanum,Corynebacterium aurantiacum"
Arthrobacter pascens,RG1,Bacteria,
Pseudarthrobacter polychromogenes,RG1,Bacteria,Arthrobacter polychromogenes
Glutamicibacter protophormiae,RG1,Bacteria,"Arthrobacter protophormiae,Brevibacterium protophormiae"
Rubrobacter radiotolerans,RG1,Bacteria,Arthrobacter radiotolerans
Arthrobacter ramosus,RG1,Bacteria,
Arthrobacter rhombi,RG1,Bacteria,
Pseudomonas putida,RG1,Bacteria,"Pseudomonas striata,Arthrobacter siderocapsulatus"
Nocardioides simplex,RG1,Bacteria,"Arthrobacter simplex,Pimelobacter simplex"
Paeniglutamicibacter sulfureus,RG1,Bacteria,Arthrobacter sulfureus
Microbacterium terregens,RG1,Bacteria,"Aureobacterium terregens,Arthrobacter terregens"
Glutamicibacter uratoxydans,RG1,Bacteria,Arthrobacter uratoxydans
Paenarthrobacter ureafaciens,RG1,Bacteria,"Corynebacterium ureafaciens,Arthrobacter ureafaciens,Corynebacterium creatinovorans"
Rhizobium viscosum,RG1,Bacteria,Arthrobacter viscosus
Arthrobacter woluwensis,RG2,Bacteria,
Trichophyton mentagrophytes,RG2,Fungus,"Trichophyton mentagrophytes var. quinckeanum,Microides mentagrop,Microsporum mentagrophytes,Sabouraudites mentagrophytes,Ctenomyces mentagrophytes,Oidium quinckeanu,Spiralia mentagrophytes,Closteroaleurosporia quinckeana,Sporotrichum mentagrophytes,Trichophyton persicolor,Ectotrichophyton mentagrophytes,Arthroderma vanbreuseghemii,Microsporum quinckeanum"
Arthrographis kalrae,,Fungus,"Teleomorph: Eremomyces langeronii,Oidiodendron kalrae,Arthrographis langeroni"
Infectious Myonecrosis Virus,,Virus,"Artivirus ichi,Penaeid shrimp infectious myonecrosis virus"
Betabaculovirus arrapae,RG1,Virus,Artogeia rapae granulovirus
Arurhavirus inhangapi,RG3,Virus,Inhangapi virus
Arurhavirus xiburema,RG3,Virus,Xiburema virus
Blastobotrys adeninivorans,,Fungus,"Arxula adeninivorans,Trichosporon adeninivorans"
Asaccharospora irregularis,RG1,Bacteria,Clostridium irregulare
Asaia platycodi,RG1,Bacteria,
Orthohantavirus asamaense,RG3,Virus,"Asama orthohantavirus,Asama virus"
Asanoa ferruginea,RG1,Bacteria,Catellatospora ferruginea
Ascaris suum,RG2,Parasite,Ascaris lumbricoides
Leuconostoc mesenteroides,RG1,Bacteria,"Betacoccus arabinosaceus,Ascococcus mesenteroides"
Thamnidium elegans,RG1,Fungus,"Ascophora elegans,Mucor elegans"
Ascosphaera apis,,Fungus,Pericystis apis
Ascotricha amphitricha,RG2,Fungus,Chaetomium amphitrichum
Ash River virus,RG3,Virus,
Taenia asiatica,RG2,Parasite,"Taenia saginata asiatica,Asian taenia"
Aspergillus niger,RG1,Fungus,"Aspergillopsis nigra,Sterigmatocystis nigra,Rhopalocystis nigra"
Aspergillus aculeatus,,Fungus,Aspergillus yezoensis
Aspergillus alabamensis,RG1,Fungus,
Aspergillus alliaceus,RG2,Fungus,Petromyces alliaceus
Aspergillus versicolor,RG2,Fungus,"Aspergillus hongkongensis,Aspergillus pepii,Aspergillus protuberus,Aspergillus tabacinus,Aspergillus versicolor var. rutilobrunneus,Aspergillus austroafricanus,Emericella versicolor,Aspergillus amoenus,Aspergillus fructus,Sterigmatocystis versicolor,Aspergillus griseoaurantiacus,Aspergillus versicolor var. fulvus,Aspergillus versicolor var. protuberus"
Aspergillus amstelodami,RG1,Fungus,Eurotium amstelodami
Aspergillus awamori,RG1,Fungus,Aspergillus niger var. awamori
Aspergillus baarnensis,,Fungus,"Scopulariopsis halophila,Basipetospora halophila,Oospora halophila"
Aspergillus brasiliensis,RG1,Fungus,
Aspergillus chevalieri,RG1,Fungus,Eurotium chevalieri
Aspergillus flavus,RG2,Fungus,"Monilia flava,Teleomorph: Petromyces flavus"
Aspergillus flavus (ATCC 9643),RG2,Fungus,
Aspergillus flavus var. oryzae,RG1,Fungus,"Aspergillus oryzae var. brunneus,Aspergillus oryzae"
Aspergillus fumigatus,RG2,Fungus,"Teleomorph: Neosartorya fumigata,Aspergillus phialiseptus"
Aspergillus hiratsukae,RG2,Fungus,Neosartorya hiratsukae
Aspergillus melleus,RG1,Fungus,
Aspergillus minisclerotigenes,RG1,Fungus,
Aspergillus nidulans,RG2,Fungus,"Emericella nidulans,Diplostephanus nidulans,Sterigmatocystis nidulans"
Aspergillus nomiae,RG1,Fungus,
Aspergillus ochraceus,RG1,Fungus,
Aspergillus parasiticus,RG1,Fungus,
Aspergillus penicillioides,RG1,Fungus,
Aspergillus pseudoglaucus,RG1,Fungus,"Eurotium pseudoglaucum,Eurotium repens var. pseudoglaucum"
Aspergillus pseudotamarii,RG1,Fungus,
Aspergillus restrictus,RG1,Fungus,
Aspergillus sclerotiorum,RG1,Fungus,
Aspergillus sydowii,RG1,Fungus,
Aspergillus terreus,RG1,Fungus,
Aspergillus ustus,RG2,Fungus,
Metamycoplasma hominis,RG2,Bacteria,"Mycoplasma hominis,Asterococcus hominis"
Mycoplasma mycoides,RG1,Bacteria,Asterococcus mycoides
Asteroleplasma anaerobium,RG1,Bacteria,
Asticcacaulis biprosthecius,RG1,Bacteria,"Asticcacaulis biprosthecum,Asticcacaulis biprosthecium"
Asticcacaulis excentricus,RG1,Bacteria,
Astrosporangium hypotensionis,RG1,Bacteria,
Escherichia coli Migula 1895 Castellani and Chalmers 1919,RG2,Bacteria,"ATCC 25922,Escherichia coli FDA Seattle 1936,DSMZ 1103"
Mycobacterium tuberculosis Erdman,RG3,Bacteria,"ATCC 35801,TMC 107"
Escherichia coli O157:H7 strain B6914-MS1,RG2,Bacteria,ATCC 43888
Orthobunyavirus catuense (Catu virus),RG2,Virus,"Catu orthobunyavirus,ATCC VR-406"
Vesivirus felis,RG1,Virus,"Feline calicivirus,ATCC VR-529"
Grunt Fin Agent,RG1,Virus,ATCC VR-683
Simplexvirus atelinealpha1,RG2,Virus,Ateline alphaherpesvirus 1
Rhadinovirus atelinegamma2,RG2,Virus,Ateline gammaherpesvirus 2
Rhadinovirus atelinegamma3,RG2,Virus,Ateline gammaherpesvirus 3
Candida tropicalis,RG2,Fungus,"Monilia tropicalis,Myceloblastanon tropicale,Mycotorula tropicalis,Atelosaccharomyces tropicalis,Procandida tropicali,Candida albicans var. tropicalis,Candida tropicalis var. tropicalis,Castellania tropicalis,Endomyces tropicalis,Oidium tropicale"
Athelia arachnoidea,RG1,Fungus,
Athelia decipiens,RG1,Fungus,Corticium decipiens
Athelia epiphylla,RG1,Fungus,
Escherichia hermannii,RG2,Bacteria,Atlantibacter hermannii
Atopobium fossor,RG2,Bacteria,Eubacterium fossor
Atopobium minutum,RG1,Bacteria,"Lactobacillus minutus,Bacteroides minutum"
Lancefieldella parvula,RG2,Bacteria,"Peptostreptococcus parvulus,Atopobium parvulum,Streptococcus parvulus"
Lancefieldella rimae,RG1,Bacteria,"Lactobacillus rimae,Atopobium rimae"
Fannyhessea vaginae,RG2,Bacteria,Atopobium vaginae
Atranones,Unregulated Toxins,Toxin,
Varicellovirus suidalpha1,RG2,Virus,"Suid alphaherpesvirus 1,Pseudorabies virus,Aujeszky's disease virus"
Aurantimonas coralicida,RG1,Bacteria,Aurantimonas manganoxydans
Aurantiochytrium limacinum,,Fungus,
Microbacterium arabinogalactanolyticum,RG2,Bacteria,Aureobacterium arabinogalactanolyticum
Microbacterium barkeri,RG1,Bacteria,"Aureobacterium barkeri,Corynebacterium barkeri"
Microbacterium esteraromaticum,RG1,Bacteria,"Aureobacterium esteraromaticum,Flavobacterium esteraromaticum"
Microbacterium keratanolyticum,RG1,Bacteria,Aureobacterium keratanolyticum
Microbacterium liquefaciens,RG2,Bacteria,Aureobacterium liquefaciens
Microbacterium luteolum,RG2,Bacteria,Aureobacterium luteolum
Microbacterium resistens,RG1,Bacteria,Aureobacterium resistens
Microbacterium saperdae,RG2,Bacteria,"Aureobacterium saperdae,Brevibacterium saperdae,Curtobacterium saperdae"
Microbacterium schleiferi,RG2,Bacteria,Aureobacterium schleiferi
Microbacterium terrae,RG2,Bacteria,Aureobacterium terrae
Microbacterium testaceum,RG1,Bacteria,"Aureobacterium testaceum,Curtobacterium testaceum,Brevibacterium testaceum"
Microbacterium trichothecenolyticum,RG2,Bacteria,Aureobacterium trichothecenolyticum
Aureobasidium pullulans,RG1,Fungus,
Exophiala salmonis,,Fungus,Aureobasidium salmonis
Aureobasidium zeae,RG1,Fungus,Kabatiella zeae
Chondrostereum purpureum,RG1,Fungus,"Helvella lilacina,Auricularia persistens,Stereum nipponicum,Terana nyssae,Thelephora lilacina,Stereum ardoisiacum,Stereum micheneri,Thelephora vorticosa,Phylacteria micheneri,Stereum atrozonatum,Stereum argentinum,Corticium nussae,Stereum purpureum,Thelephora purpurea,Stereum pergameneum,Stereum vorticosum"
Ausdyk disease virus,RG2,Virus,
Lyssavirus australis,RG3,Virus,Australian bat lyssavirus
Bonamia roughleyi,,Parasite,"Australian Winter Disease,Microcytos roughleyi"
Austrobilharzia variglandis,RG2,Parasite,"Microbilharzia variglandis,Cercaria variglandis"
Austwickia chelonae,RG1,Bacteria,Dermatophilus chelonae
Auxenochlorella pyrenoidosa,,Other,Chlorella pyrenoides
Avastrovirus meleagridis,RG2,Virus,"Turkey astrovirus,Avastrovirus 1"
Avastrovirus galli,RG2,Virus,"Avian nephritis virus,Avastrovirus 2,Chicken astrovirus"
Avastrovirus intestini,RG2,Virus,"Avastrovirus 3,Duck astrovirus 1"
Aviadenovirus ventriculi,RG1,Virus,"Fowl adenovirus A,Chick embryo lethal orphan (CELO) virus,Fowl adenovirus 1,Fowl aviadenovirus A"
Orthoavulavirus javaense,RG2,Virus,"Avian paramyxovirus 1,Avian orthoavulavirus 1,Newcastle disease virus,Avian avulavirus 1"
Metaavulavirus falklandense,RG2,Virus,"Avian paramyxovirus 10,Avian avulavirus 10"
Metaavulavirus galliense,RG2,Virus,"Avian paramyxovirus 11,Avian avulavirus 11"
Orthoavulavirus italiense,RG2,Virus,"Avian avulavirus 12,Avian orthoavulavirus 12,Avian paramyxovirus 12"
Metaavulavirus yucaipaense,RG1,Virus,"Avian paramyxovirus 2,Avian avulavirus 2,Yucaipa virus"
Paraavulavirus wisconsinense,RG1,Virus,"Avian avulavirus 3,Avian paraavulavirus 3,Avian paramyxovirus 3"
Paraavulavirus hongkongense,RG1,Virus,"Avian paramyxovirus 4,Avian paraavulavirus 4,Avian avulavirus 4"
Metaavulavirus kunitachiense,RG1,Virus,"Avian paramyxovirus 5,Avian avulavirus 5"
Metaavulavirus hongkongense,RG1,Virus,"Avian paramyxovirus 6,Avian avulavirus 6"
Metaavulavirus tennessense,RG1,Virus,"Avian avulavirus 7,Avian paramyxovirus 7"
Metaavulavirus delawarense,RG1,Virus,"Avian avulavirus 8,Avian paramyxovirus 8"
Orthoavulavirus newyorkense,RG1,Virus,"Avian orthoavulavirus 9,Avian avulavirus 9,Avian paramyxovirus 9"
Gammacoronavirus galli,RG1,Virus,"Turkey coronavirus,Infectious Bronchitis virus,Avian coronavirus"
Tremovirus aetremori,,Virus,"Avian encephalomyelitis virus,Tremovirus A"
Metapneumovirus avis,RG1,Virus,"Avian metapneumovirus,Avian pneumovirus,Turkey rhinotracheitis virus"
Avian orthoavulavirus 1 Newcastle disease virus (NDV) strain TS09-C,RG2,Virus,
Orthoreovirus avis,RG1,Virus,"Avian reovirus,Avian orthoreovirus"
Rous-associated virus,RG2,Virus,Avian retrovirus RAV-1
Avian Syncytial virus,,Virus,
Avibacterium avium,RG1,Bacteria,"Pasteurella avium,Haemophilus avium"
Pasteurella gallinarum,RG2,Bacteria,Avibacterium gallinarum
Avibacterium gallinarum,RG2,Bacteria,Pasteurella gallinarum
"Avibacterium paragallinarum serogroups A, B, C",RG1,Bacteria,"Pasteurella paragallinarum serogroups A, B, C,Haemophilus gallinarum serogroups A, B, C,Haemophilus paragallinarum serogroups A, B, C"
Avibacterium volantium,RG1,Bacteria,Pasteurella volantium
Avibirnavirus gumboroense,RG1,Virus,"Infectious bursal disease virus,Gumboro disease"
Avihepadnavirus anatigruidae,,Virus,Duck hepatitis B virus
Avihepatovirus ahepati,,Virus,"Avihepatovirus A,Duck hepatitis A virus"
Avipoxvirus canarypox,RG1,Virus,Canarypox virus
Avipoxvirus canarypox Replication-defective ALVAC vectors,RG1,Virus,Canarypox virus replication-defective ALVAC vectors
Avipoxvirus fowlpox,RG1,Virus,Fowlpox virus
Avipoxvirus pigeonpox,RG1,Virus,"Pigeonpox virus,Pigeon pox virus"
Avipoxvirus quailpox,RG1,Virus,Quailpox virus
Avipoxvirus turkeypox,RG1,Virus,Turkeypox virus
Azaspiracids,Unregulated Toxins,Toxin,
Parazoarcus communis,RG1,Bacteria,Azoarcus communis
Azoarcus indigens,RG1,Bacteria,
Azoarcus olearius,RG1,Bacteria,
Azomonas agilis,RG1,Bacteria,"Azotobacter agile,Azotobacter agilis,Azotococcus agilis"
Azomonas insignis,RG1,Bacteria,Azotobacter insigne
Azomonas macrocytogenes,RG1,Bacteria,"Azomonotrichon macrocytogenes,Azotobacter macrocytogenes,Beijerinckia macrocytogenes"
Azorhizobium caulinodans,RG1,Bacteria,
Azorhizophilus paspali,RG1,Bacteria,Azotobacter paspali
Nitrospirillum amazonense,RG1,Bacteria,Azospirillum amazonense
Azospirillum brasilense,RG1,Bacteria,"Spirillum lipoferum,Roseomonas fauriae,Azospirillum brasilense"
Azospirillum halopraeferens,RG1,Bacteria,
Niveispirillum irakense,RG1,Bacteria,Azospirillum irakense
Azospirillum largimobile,RG1,Bacteria,"Azospirillum largomobile,Conglomeromonas largimobilis"
Azospirillum lipoferum,RG1,Bacteria,
Skermanella parooensis,RG1,Bacteria,"Azospirillum parooense,Conglomeromonas largomobilis subsp. Parooensis,Conglomeromonas parooensis"
Beijerinckia indica,RG1,Bacteria,"Azotobacter acida,Azotobacter indicum,Azotobacter lacticogenes,Beijerinckia acida,Beijerinckia congensis"
Azotobacter agilis,RG1,Bacteria,
Azotobacter armeniacus,RG1,Bacteria,
Azotobacter beijerinckii,RG1,Bacteria,
Azotobacter chroococcum,RG1,Bacteria,Bacillus azotobacterm Bacillus chroococcus
Beijerinckia indica subsp. indica,RG1,Bacteria,Azotobacter indicus
